"STATION","NAME","DATE","TMAX","TMIN"
"MXM00076680","MEXICO CITY, MX","2014-02-12","78","50"
"MXM00076680","MEXICO CITY, MX","2014-02-13","76","49"
"MXM00076680","MEXICO CITY, MX","2014-02-14","78","49"
"MXM00076680","MEXICO CITY, MX","2014-02-15","76","51"
"MXM00076680","MEXICO CITY, MX","2014-02-16","78","48"
"MXM00076680","MEXICO CITY, MX","2014-02-17","79","48"
"MXM00076680","MEXICO CITY, MX","2014-02-18","80","49"
"MXM00076680","MEXICO CITY, MX","2014-02-19","80","49"
"MXM00076680","MEXICO CITY, MX","2014-02-20","81","50"
"MXM00076680","MEXICO CITY, MX","2014-02-21","81","52"
"MXM00076680","MEXICO CITY, MX","2014-02-22","79","52"
"MXM00076680","MEXICO CITY, MX","2014-02-23","78","52"
"MXM00076680","MEXICO CITY, MX","2014-02-24",,
"MXM00076680","MEXICO CITY, MX","2014-02-25","80","53"
"MXM00076680","MEXICO CITY, MX","2014-02-26","80","55"
"MXM00076680","MEXICO CITY, MX","2014-02-27","80","55"
"MXM00076680","MEXICO CITY, MX","2014-02-28","80","52"
"MXM00076680","MEXICO CITY, MX","2014-03-01","82","52"
"MXM00076680","MEXICO CITY, MX","2014-03-02","84","54"
"MXM00076680","MEXICO CITY, MX","2014-03-03","82","55"
"MXM00076680","MEXICO CITY, MX","2014-03-04","79","53"
"MXM00076680","MEXICO CITY, MX","2014-03-05","78","52"
"MXM00076680","MEXICO CITY, MX","2014-03-06","78","50"
"MXM00076680","MEXICO CITY, MX","2014-03-07","79","50"
"MXM00076680","MEXICO CITY, MX","2014-03-08","80","51"
"MXM00076680","MEXICO CITY, MX","2014-03-09","80","51"
"MXM00076680","MEXICO CITY, MX","2014-03-10","74","53"
"MXM00076680","MEXICO CITY, MX","2014-03-11",,
"MXM00076680","MEXICO CITY, MX","2014-03-12",,
"MXM00076680","MEXICO CITY, MX","2014-03-13","83","50"
"MXM00076680","MEXICO CITY, MX","2014-03-14",,
"MXM00076680","MEXICO CITY, MX","2014-03-15","83","54"
"MXM00076680","MEXICO CITY, MX","2014-03-16","85","55"
"MXM00076680","MEXICO CITY, MX","2014-03-17","85","51"
"MXM00076680","MEXICO CITY, MX","2014-03-18",,
"MXM00076680","MEXICO CITY, MX","2014-03-19",,
"MXM00076680","MEXICO CITY, MX","2014-03-20","85","54"
"MXM00076680","MEXICO CITY, MX","2014-03-21",,
"MXM00076680","MEXICO CITY, MX","2014-03-22","85","55"
"MXM00076680","MEXICO CITY, MX","2014-03-23","87","58"
"MXM00076680","MEXICO CITY, MX","2014-03-24","90","56"
"MXM00076680","MEXICO CITY, MX","2014-03-25","86","56"
"MXM00076680","MEXICO CITY, MX","2014-03-26","81","53"
"MXM00076680","MEXICO CITY, MX","2014-03-27","80","53"
"MXM00076680","MEXICO CITY, MX","2014-03-28",,
"MXM00076680","MEXICO CITY, MX","2014-03-29","86","56"
"MXM00076680","MEXICO CITY, MX","2014-03-30",,
"MXM00076680","MEXICO CITY, MX","2014-03-31","78","52"
"MXM00076680","MEXICO CITY, MX","2014-04-01","81","52"
"MXM00076680","MEXICO CITY, MX","2014-04-02","85","54"
"MXM00076680","MEXICO CITY, MX","2014-04-03","84","54"
"MXM00076680","MEXICO CITY, MX","2014-04-04",,
"MXM00076680","MEXICO CITY, MX","2014-04-05","84","59"
"MXM00076680","MEXICO CITY, MX","2014-04-06","84","59"
"MXM00076680","MEXICO CITY, MX","2014-04-07","83","57"
"MXM00076680","MEXICO CITY, MX","2014-04-08","83","54"
"MXM00076680","MEXICO CITY, MX","2014-04-09",,
"MXM00076680","MEXICO CITY, MX","2014-04-10","79","48"
"MXM00076680","MEXICO CITY, MX","2014-04-11",,
"MXM00076680","MEXICO CITY, MX","2014-04-12","83","55"
"MXM00076680","MEXICO CITY, MX","2014-04-13",,
"MXM00076680","MEXICO CITY, MX","2014-04-14","90","58"
"MXM00076680","MEXICO CITY, MX","2014-04-15","89","55"
"MXM00076680","MEXICO CITY, MX","2014-04-16","78","54"
"MXM00076680","MEXICO CITY, MX","2014-04-17","81","54"
"MXM00076680","MEXICO CITY, MX","2014-04-18","83","54"
"MXM00076680","MEXICO CITY, MX","2014-04-19","79","52"
"MXM00076680","MEXICO CITY, MX","2014-04-20","81","52"
"MXM00076680","MEXICO CITY, MX","2014-04-21","83","54"
"MXM00076680","MEXICO CITY, MX","2014-04-22","83","54"
"MXM00076680","MEXICO CITY, MX","2014-04-23","80","55"
"MXM00076680","MEXICO CITY, MX","2014-04-24","80","55"
"MXM00076680","MEXICO CITY, MX","2014-04-25","79","55"
"MXM00076680","MEXICO CITY, MX","2014-04-26","78","54"
"MXM00076680","MEXICO CITY, MX","2014-04-27","80","57"
"MXM00076680","MEXICO CITY, MX","2014-04-28",,
"MXM00076680","MEXICO CITY, MX","2014-04-29","90","59"
"MXM00076680","MEXICO CITY, MX","2014-04-30","86","59"
"MXM00076680","MEXICO CITY, MX","2014-05-01","77","55"
"MXM00076680","MEXICO CITY, MX","2014-05-02","82","55"
"MXM00076680","MEXICO CITY, MX","2014-05-03","80","53"
"MXM00076680","MEXICO CITY, MX","2014-05-06","80","55"
"MXM00076680","MEXICO CITY, MX","2014-05-07",,
"MXM00076680","MEXICO CITY, MX","2014-05-08","72","55"
"MXM00076680","MEXICO CITY, MX","2014-05-09",,
"MXM00076680","MEXICO CITY, MX","2014-05-10","82","52"
"MXM00076680","MEXICO CITY, MX","2014-05-11",,
"MXM00076680","MEXICO CITY, MX","2014-05-12","85","58"
"MXM00076680","MEXICO CITY, MX","2014-05-13","81","57"
"MXM00076680","MEXICO CITY, MX","2014-05-14",,
"MXM00076680","MEXICO CITY, MX","2014-05-15","73","49"
"MXM00076680","MEXICO CITY, MX","2014-05-16","73","45"
"MXM00076680","MEXICO CITY, MX","2014-05-17","76","45"
"MXM00076680","MEXICO CITY, MX","2014-05-18","78","51"
"MXM00076680","MEXICO CITY, MX","2014-05-19","78","53"
"MXM00076680","MEXICO CITY, MX","2014-05-20","80","53"
"MXM00076680","MEXICO CITY, MX","2014-05-21","82","54"
"MXM00076680","MEXICO CITY, MX","2014-05-22","80","56"
"MXM00076680","MEXICO CITY, MX","2014-05-23","83","57"
"MXM00076680","MEXICO CITY, MX","2014-05-24",,
"MXM00076680","MEXICO CITY, MX","2014-05-25",,
"MXM00076680","MEXICO CITY, MX","2014-05-26","77","57"
"MXM00076680","MEXICO CITY, MX","2014-05-27","71","56"
"MXM00076680","MEXICO CITY, MX","2014-05-28","77","56"
"MXM00076680","MEXICO CITY, MX","2014-05-29","74","56"
"MXM00076680","MEXICO CITY, MX","2014-05-30","78","56"
"MXM00076680","MEXICO CITY, MX","2014-05-31","76","56"
"MXM00076680","MEXICO CITY, MX","2014-06-01","71","54"
"MXM00076680","MEXICO CITY, MX","2014-06-02","72","54"
"MXM00076680","MEXICO CITY, MX","2014-06-03","72","54"
"MXM00076680","MEXICO CITY, MX","2014-06-04","74","58"
"MXM00076680","MEXICO CITY, MX","2014-06-05","72","58"
"MXM00076680","MEXICO CITY, MX","2014-06-06","72","58"
"MXM00076680","MEXICO CITY, MX","2014-06-07","73","58"
"MXM00076680","MEXICO CITY, MX","2014-06-08",,
"MXM00076680","MEXICO CITY, MX","2014-06-09",,
"MXM00076680","MEXICO CITY, MX","2014-06-10","83","57"
"MXM00076680","MEXICO CITY, MX","2014-06-11","80","56"
"MXM00076680","MEXICO CITY, MX","2014-06-12","83","56"
"MXM00076680","MEXICO CITY, MX","2014-06-13","82","57"
"MXM00076680","MEXICO CITY, MX","2014-06-14","83","58"
"MXM00076680","MEXICO CITY, MX","2014-06-15","83","58"
"MXM00076680","MEXICO CITY, MX","2014-06-16","82","56"
"MXM00076680","MEXICO CITY, MX","2014-06-17",,
"MXM00076680","MEXICO CITY, MX","2014-06-18","81","56"
"MXM00076680","MEXICO CITY, MX","2014-06-19","80","58"
"MXM00076680","MEXICO CITY, MX","2014-06-20",,
"MXM00076680","MEXICO CITY, MX","2014-06-21",,
"MXM00076680","MEXICO CITY, MX","2014-06-22","79","57"
"MXM00076680","MEXICO CITY, MX","2014-06-23",,
"MXM00076680","MEXICO CITY, MX","2014-06-24",,
"MXM00076680","MEXICO CITY, MX","2014-06-25","68","58"
"MXM00076680","MEXICO CITY, MX","2014-06-26","72","58"
"MXM00076680","MEXICO CITY, MX","2014-06-27","73","57"
"MXM00076680","MEXICO CITY, MX","2014-06-28",,
"MXM00076680","MEXICO CITY, MX","2014-06-29","78","55"
"MXM00076680","MEXICO CITY, MX","2014-06-30","74","55"
"MXM00076680","MEXICO CITY, MX","2014-07-01","68","54"
"MXM00076680","MEXICO CITY, MX","2014-07-02",,
"MXM00076680","MEXICO CITY, MX","2014-07-03",,
"MXM00076680","MEXICO CITY, MX","2014-07-04","74","57"
"MXM00076680","MEXICO CITY, MX","2014-07-05","70","56"
"MXM00076680","MEXICO CITY, MX","2014-07-06",,
"MXM00076680","MEXICO CITY, MX","2014-07-07","72","55"
"MXM00076680","MEXICO CITY, MX","2014-07-08","71","53"
"MXM00076680","MEXICO CITY, MX","2014-07-09","74","53"
"MXM00076680","MEXICO CITY, MX","2014-07-10","72","57"
"MXM00076680","MEXICO CITY, MX","2014-07-11",,
"MXM00076680","MEXICO CITY, MX","2014-07-12","76","53"
"MXM00076680","MEXICO CITY, MX","2014-07-13","76","53"
"MXM00076680","MEXICO CITY, MX","2014-07-14","78","56"
"MXM00076680","MEXICO CITY, MX","2014-07-15","75","55"
"MXM00076680","MEXICO CITY, MX","2014-07-16",,
"MXM00076680","MEXICO CITY, MX","2014-07-17","75","56"
"MXM00076680","MEXICO CITY, MX","2014-07-18","73","55"
"MXM00076680","MEXICO CITY, MX","2014-07-19","73","55"
"MXM00076680","MEXICO CITY, MX","2014-07-20","84","53"
"MXM00076680","MEXICO CITY, MX","2014-07-21","83","53"
"MXM00076680","MEXICO CITY, MX","2014-07-22","81","55"
"MXM00076680","MEXICO CITY, MX","2014-07-23","80","55"
"MXM00076680","MEXICO CITY, MX","2014-07-24","74","53"
"MXM00076680","MEXICO CITY, MX","2014-07-25",,
"MXM00076680","MEXICO CITY, MX","2014-07-26","77","54"
"MXM00076680","MEXICO CITY, MX","2014-07-27","81","55"
"MXM00076680","MEXICO CITY, MX","2014-07-28","80","56"
"MXM00076680","MEXICO CITY, MX","2014-07-29",,
"MXM00076680","MEXICO CITY, MX","2014-07-30","80","53"
"MXM00076680","MEXICO CITY, MX","2014-07-31",,
"MXM00076680","MEXICO CITY, MX","2014-08-01","80","56"
"MXM00076680","MEXICO CITY, MX","2014-08-02","81","57"
"MXM00076680","MEXICO CITY, MX","2014-08-03","78","56"
"MXM00076680","MEXICO CITY, MX","2014-08-04","79","56"
"MXM00076680","MEXICO CITY, MX","2014-08-05","77","56"
"MXM00076680","MEXICO CITY, MX","2014-08-06","78","54"
"MXM00076680","MEXICO CITY, MX","2014-08-07","76","54"
"MXM00076680","MEXICO CITY, MX","2014-08-08","74","56"
"MXM00076680","MEXICO CITY, MX","2014-08-09","78","53"
"MXM00076680","MEXICO CITY, MX","2014-08-11","79","56"
"MXM00076680","MEXICO CITY, MX","2014-08-12",,
"MXM00076680","MEXICO CITY, MX","2014-08-13","76","56"
"MXM00076680","MEXICO CITY, MX","2014-08-14","76","54"
"MXM00076680","MEXICO CITY, MX","2014-08-15","76","55"
"MXM00076680","MEXICO CITY, MX","2014-08-16","77","56"
"MXM00076680","MEXICO CITY, MX","2014-08-17","80","56"
"MXM00076680","MEXICO CITY, MX","2014-08-18","81","55"
"MXM00076680","MEXICO CITY, MX","2014-08-19","74","55"
"MXM00076680","MEXICO CITY, MX","2014-08-20",,
"MXM00076680","MEXICO CITY, MX","2014-08-21","77","55"
"MXM00076680","MEXICO CITY, MX","2014-08-22",,
"MXM00076680","MEXICO CITY, MX","2014-08-23",,
"MXM00076680","MEXICO CITY, MX","2014-08-24","79","54"
"MXM00076680","MEXICO CITY, MX","2014-08-25","78","54"
"MXM00076680","MEXICO CITY, MX","2014-08-26","78","54"
"MXM00076680","MEXICO CITY, MX","2014-08-27","78","54"
"MXM00076680","MEXICO CITY, MX","2014-08-28","80","54"
"MXM00076680","MEXICO CITY, MX","2014-08-29",,
"MXM00076680","MEXICO CITY, MX","2014-08-30","80","55"
"MXM00076680","MEXICO CITY, MX","2014-08-31",,
"MXM00076680","MEXICO CITY, MX","2014-09-01","80","57"
"MXM00076680","MEXICO CITY, MX","2014-09-02",,
"MXM00076680","MEXICO CITY, MX","2014-09-03","80","58"
"MXM00076680","MEXICO CITY, MX","2014-09-04","72","56"
"MXM00076680","MEXICO CITY, MX","2014-09-05","76","54"
"MXM00076680","MEXICO CITY, MX","2014-09-06","79","54"
"MXM00076680","MEXICO CITY, MX","2014-09-07","78","54"
"MXM00076680","MEXICO CITY, MX","2014-09-08","70","56"
"MXM00076680","MEXICO CITY, MX","2014-09-09",,
"MXM00076680","MEXICO CITY, MX","2014-09-10","75","58"
"MXM00076680","MEXICO CITY, MX","2014-09-11","78","57"
"MXM00076680","MEXICO CITY, MX","2014-09-12","78","55"
"MXM00076680","MEXICO CITY, MX","2014-09-13","73","55"
"MXM00076680","MEXICO CITY, MX","2014-09-14","73","56"
"MXM00076680","MEXICO CITY, MX","2014-09-15",,
"MXM00076680","MEXICO CITY, MX","2014-09-16","74","53"
"MXM00076680","MEXICO CITY, MX","2014-09-17",,
"MXM00076680","MEXICO CITY, MX","2014-09-18","78","55"
"MXM00076680","MEXICO CITY, MX","2014-09-19","81","54"
"MXM00076680","MEXICO CITY, MX","2014-09-20","82","54"
"MXM00076680","MEXICO CITY, MX","2014-09-21","79","54"
"MXM00076680","MEXICO CITY, MX","2014-09-22","79","59"
"MXM00076680","MEXICO CITY, MX","2014-09-23",,
"MXM00076680","MEXICO CITY, MX","2014-09-24","76","56"
"MXM00076680","MEXICO CITY, MX","2014-09-25",,
"MXM00076680","MEXICO CITY, MX","2014-09-26","79","56"
"MXM00076680","MEXICO CITY, MX","2014-09-27","78","57"
"MXM00076680","MEXICO CITY, MX","2014-09-28","79","59"
"MXM00076680","MEXICO CITY, MX","2014-09-29","76","58"
"MXM00076680","MEXICO CITY, MX","2014-09-30",,
"MXM00076680","MEXICO CITY, MX","2014-10-01","78","56"
"MXM00076680","MEXICO CITY, MX","2014-10-02","79","56"
"MXM00076680","MEXICO CITY, MX","2014-10-03","80","58"
"MXM00076680","MEXICO CITY, MX","2014-10-04","73","57"
"MXM00076680","MEXICO CITY, MX","2014-10-05","76","57"
"MXM00076680","MEXICO CITY, MX","2014-10-06","77","56"
"MXM00076680","MEXICO CITY, MX","2014-10-07","74","56"
"MXM00076680","MEXICO CITY, MX","2014-10-08",,
"MXM00076680","MEXICO CITY, MX","2014-10-09","78","56"
"MXM00076680","MEXICO CITY, MX","2014-10-10",,
"MXM00076680","MEXICO CITY, MX","2014-10-11","74","54"
"MXM00076680","MEXICO CITY, MX","2014-10-12","76","54"
"MXM00076680","MEXICO CITY, MX","2014-10-13",,
"MXM00076680","MEXICO CITY, MX","2014-10-14","78","52"
"MXM00076680","MEXICO CITY, MX","2014-10-15",,
"MXM00076680","MEXICO CITY, MX","2014-10-16","73","48"
"MXM00076680","MEXICO CITY, MX","2014-10-17","76","56"
"MXM00076680","MEXICO CITY, MX","2014-10-18","67","56"
"MXM00076680","MEXICO CITY, MX","2014-10-19","75","55"
"MXM00076680","MEXICO CITY, MX","2014-10-20","67","56"
"MXM00076680","MEXICO CITY, MX","2014-10-21","69","55"
"MXM00076680","MEXICO CITY, MX","2014-10-22",,
"MXM00076680","MEXICO CITY, MX","2014-10-23","73","55"
"MXM00076680","MEXICO CITY, MX","2014-10-24","71","55"
"MXM00076680","MEXICO CITY, MX","2014-10-25",,
"MXM00076680","MEXICO CITY, MX","2014-10-26","73","52"
"MXM00076680","MEXICO CITY, MX","2014-10-27",,
"MXM00076680","MEXICO CITY, MX","2014-10-28",,
"MXM00076680","MEXICO CITY, MX","2014-10-29","81","50"
"MXM00076680","MEXICO CITY, MX","2014-10-30","78","48"
"MXM00076680","MEXICO CITY, MX","2014-10-31","72","48"
"MXM00076680","MEXICO CITY, MX","2014-11-01","69","47"
"MXM00076680","MEXICO CITY, MX","2014-11-02","64","46"
"MXM00076680","MEXICO CITY, MX","2014-11-03",,
"MXM00076680","MEXICO CITY, MX","2014-11-04","78","50"
"MXM00076680","MEXICO CITY, MX","2014-11-05","80","51"
"MXM00076680","MEXICO CITY, MX","2014-11-06","80","50"
"MXM00076680","MEXICO CITY, MX","2014-11-07","80","53"
"MXM00076680","MEXICO CITY, MX","2014-11-08","78","53"
"MXM00076680","MEXICO CITY, MX","2014-11-10",,
"MXM00076680","MEXICO CITY, MX","2014-11-11","74","49"
"MXM00076680","MEXICO CITY, MX","2014-11-12","75","56"
"MXM00076680","MEXICO CITY, MX","2014-11-13","75","56"
"MXM00076680","MEXICO CITY, MX","2014-11-14","73","53"
"MXM00076680","MEXICO CITY, MX","2014-11-15","73","53"
"MXM00076680","MEXICO CITY, MX","2014-11-16","75","55"
"MXM00076680","MEXICO CITY, MX","2014-11-17","77","52"
"MXM00076680","MEXICO CITY, MX","2014-11-18","77","52"
"MXM00076680","MEXICO CITY, MX","2014-11-19","74","53"
"MXM00076680","MEXICO CITY, MX","2014-11-20",,
"MXM00076680","MEXICO CITY, MX","2014-11-21","70","53"
"MXM00076680","MEXICO CITY, MX","2014-11-22",,
"MXM00076680","MEXICO CITY, MX","2014-11-23",,
"MXM00076680","MEXICO CITY, MX","2014-11-24","82","52"
"MXM00076680","MEXICO CITY, MX","2014-11-25","76","54"
"MXM00076680","MEXICO CITY, MX","2014-11-26","78","46"
"MXM00076680","MEXICO CITY, MX","2014-11-27","72","43"
"MXM00076680","MEXICO CITY, MX","2014-11-28","68","41"
"MXM00076680","MEXICO CITY, MX","2014-11-29",,
"MXM00076680","MEXICO CITY, MX","2014-11-30","74","47"
"MXM00076680","MEXICO CITY, MX","2014-12-01","75","48"
"MXM00076680","MEXICO CITY, MX","2014-12-02","76","48"
"MXM00076680","MEXICO CITY, MX","2014-12-03",,
"MXM00076680","MEXICO CITY, MX","2014-12-04","73","46"
"MXM00076680","MEXICO CITY, MX","2014-12-05",,
"MXM00076680","MEXICO CITY, MX","2014-12-06","76","48"
"MXM00076680","MEXICO CITY, MX","2014-12-08","74","46"
"MXM00076680","MEXICO CITY, MX","2014-12-09","69","46"
"MXM00076680","MEXICO CITY, MX","2014-12-10","68","47"
"MXM00076680","MEXICO CITY, MX","2014-12-11","68","47"
"MXM00076680","MEXICO CITY, MX","2014-12-12","65","47"
"MXM00076680","MEXICO CITY, MX","2014-12-13","66","50"
"MXM00076680","MEXICO CITY, MX","2014-12-15",,
"MXM00076680","MEXICO CITY, MX","2014-12-16","74","51"
"MXM00076680","MEXICO CITY, MX","2014-12-17","72","49"
"MXM00076680","MEXICO CITY, MX","2014-12-18",,
"MXM00076680","MEXICO CITY, MX","2014-12-19","78","50"
"MXM00076680","MEXICO CITY, MX","2014-12-20","80","50"
"MXM00076680","MEXICO CITY, MX","2014-12-22","75","51"
"MXM00076680","MEXICO CITY, MX","2014-12-23","69","51"
"MXM00076680","MEXICO CITY, MX","2014-12-24",,
"MXM00076680","MEXICO CITY, MX","2014-12-26",,
"MXM00076680","MEXICO CITY, MX","2014-12-27",,
"MXM00076680","MEXICO CITY, MX","2014-12-29","76","50"
"MXM00076680","MEXICO CITY, MX","2014-12-31","79","47"
"MXM00076680","MEXICO CITY, MX","2015-01-02","72","47"
"MXM00076680","MEXICO CITY, MX","2015-01-05","68","44"
"MXM00076680","MEXICO CITY, MX","2015-01-06","56","43"
"MXM00076680","MEXICO CITY, MX","2015-01-08","69","46"
"MXM00076680","MEXICO CITY, MX","2015-01-09",,
"MXM00076680","MEXICO CITY, MX","2015-01-10","68","45"
"MXM00076680","MEXICO CITY, MX","2015-01-11","70","46"
"MXM00076680","MEXICO CITY, MX","2015-01-12",,
"MXM00076680","MEXICO CITY, MX","2015-01-13","74","46"
"MXM00076680","MEXICO CITY, MX","2015-01-14","74","47"
"MXM00076680","MEXICO CITY, MX","2015-01-15","75","49"
"MXM00076680","MEXICO CITY, MX","2015-01-16","74","48"
"MXM00076680","MEXICO CITY, MX","2015-01-17","75","48"
"MXM00076680","MEXICO CITY, MX","2015-01-18","72","50"
"MXM00076680","MEXICO CITY, MX","2015-01-19",,
"MXM00076680","MEXICO CITY, MX","2015-01-20",,
"MXM00076680","MEXICO CITY, MX","2015-01-21",,
"MXM00076680","MEXICO CITY, MX","2015-01-22","76","51"
"MXM00076680","MEXICO CITY, MX","2015-01-23","76","50"
"MXM00076680","MEXICO CITY, MX","2015-01-24","75","50"
"MXM00076680","MEXICO CITY, MX","2015-01-26","76","48"
"MXM00076680","MEXICO CITY, MX","2015-01-27","73","48"
"MXM00076680","MEXICO CITY, MX","2015-01-28","75","47"
"MXM00076680","MEXICO CITY, MX","2015-01-29","74","47"
"MXM00076680","MEXICO CITY, MX","2015-01-30","73","45"
"MXM00076680","MEXICO CITY, MX","2015-01-31","71","45"
"MXM00076680","MEXICO CITY, MX","2015-02-01","77","45"
"MXM00076680","MEXICO CITY, MX","2015-02-02","76","47"
"MXM00076680","MEXICO CITY, MX","2015-02-03","72","47"
"MXM00076680","MEXICO CITY, MX","2015-02-04",,
"MXM00076680","MEXICO CITY, MX","2015-02-05","76","47"
"MXM00076680","MEXICO CITY, MX","2015-02-06","72","43"
"MXM00076680","MEXICO CITY, MX","2015-02-07",,
"MXM00076680","MEXICO CITY, MX","2015-02-08","74","43"
"MXM00076680","MEXICO CITY, MX","2015-02-10","72","45"
"MXM00076680","MEXICO CITY, MX","2015-02-11","71","43"
"MXM00076680","MEXICO CITY, MX","2015-02-12","66","48"
"MXM00076680","MEXICO CITY, MX","2015-02-13","67","45"
"MXM00076680","MEXICO CITY, MX","2015-02-14","61","45"
"MXM00076680","MEXICO CITY, MX","2015-02-15",,
"MXM00076680","MEXICO CITY, MX","2015-02-16","74","48"
"MXM00076680","MEXICO CITY, MX","2015-02-17","76","48"
"MXM00076680","MEXICO CITY, MX","2015-02-18",,
"MXM00076680","MEXICO CITY, MX","2015-02-19","81","51"
"MXM00076680","MEXICO CITY, MX","2015-02-20","79","51"
"MXM00076680","MEXICO CITY, MX","2015-02-21","77","53"
"MXM00076680","MEXICO CITY, MX","2015-02-22","79","53"
"MXM00076680","MEXICO CITY, MX","2015-02-23",,
"MXM00076680","MEXICO CITY, MX","2015-02-24","86","52"
"MXM00076680","MEXICO CITY, MX","2015-02-25","81","52"
"MXM00076680","MEXICO CITY, MX","2015-02-26","79","55"
"MXM00076680","MEXICO CITY, MX","2015-02-27","79","53"
"MXM00076680","MEXICO CITY, MX","2015-02-28",,
"MXM00076680","MEXICO CITY, MX","2015-03-01","81","52"
"MXM00076680","MEXICO CITY, MX","2015-03-02","81","53"
"MXM00076680","MEXICO CITY, MX","2015-03-03","84","53"
"MXM00076680","MEXICO CITY, MX","2015-03-04",,
"MXM00076680","MEXICO CITY, MX","2015-03-05","84","54"
"MXM00076680","MEXICO CITY, MX","2015-03-06",,
"MXM00076680","MEXICO CITY, MX","2015-03-07","76","48"
"MXM00076680","MEXICO CITY, MX","2015-03-09","78","54"
"MXM00076680","MEXICO CITY, MX","2015-03-10","78","53"
"MXM00076680","MEXICO CITY, MX","2015-03-11","71","47"
"MXM00076680","MEXICO CITY, MX","2015-03-12",,
"MXM00076680","MEXICO CITY, MX","2015-03-13","67","45"
"MXM00076680","MEXICO CITY, MX","2015-03-14","70","50"
"MXM00076680","MEXICO CITY, MX","2015-03-15",,
"MXM00076680","MEXICO CITY, MX","2015-03-16",,
"MXM00076680","MEXICO CITY, MX","2015-03-17","75","49"
"MXM00076680","MEXICO CITY, MX","2015-03-18","76","54"
"MXM00076680","MEXICO CITY, MX","2015-03-19","80","56"
"MXM00076680","MEXICO CITY, MX","2015-03-20","78","54"
"MXM00076680","MEXICO CITY, MX","2015-03-21","76","54"
"MXM00076680","MEXICO CITY, MX","2015-03-22","76","54"
"MXM00076680","MEXICO CITY, MX","2015-03-23","78","55"
"MXM00076680","MEXICO CITY, MX","2015-03-24","74","53"
"MXM00076680","MEXICO CITY, MX","2015-03-25","81","52"
"MXM00076680","MEXICO CITY, MX","2015-03-26","79","52"
"MXM00076680","MEXICO CITY, MX","2015-03-27","79","52"
"MXM00076680","MEXICO CITY, MX","2015-03-28","71","51"
"MXM00076680","MEXICO CITY, MX","2015-03-29",,
"MXM00076680","MEXICO CITY, MX","2015-03-30",,
"MXM00076680","MEXICO CITY, MX","2015-03-31",,
"MXM00076680","MEXICO CITY, MX","2015-04-01","79","49"
"MXM00076680","MEXICO CITY, MX","2015-04-02","81","54"
"MXM00076680","MEXICO CITY, MX","2015-04-03","79","54"
"MXM00076680","MEXICO CITY, MX","2015-04-04","81","56"
"MXM00076680","MEXICO CITY, MX","2015-04-06","81","51"
"MXM00076680","MEXICO CITY, MX","2015-04-07","83","54"
"MXM00076680","MEXICO CITY, MX","2015-04-08","82","54"
"MXM00076680","MEXICO CITY, MX","2015-04-09","85","54"
"MXM00076680","MEXICO CITY, MX","2015-04-10","86","59"
"MXM00076680","MEXICO CITY, MX","2015-04-13","79","53"
"MXM00076680","MEXICO CITY, MX","2015-04-14","80","56"
"MXM00076680","MEXICO CITY, MX","2015-04-15","82","56"
"MXM00076680","MEXICO CITY, MX","2015-04-16","81","55"
"MXM00076680","MEXICO CITY, MX","2015-04-17","84","56"
"MXM00076680","MEXICO CITY, MX","2015-04-18","83","57"
"MXM00076680","MEXICO CITY, MX","2015-04-19","83","57"
"MXM00076680","MEXICO CITY, MX","2015-04-20","81","58"
"MXM00076680","MEXICO CITY, MX","2015-04-21","86","58"
"MXM00076680","MEXICO CITY, MX","2015-04-23",,
"MXM00076680","MEXICO CITY, MX","2015-04-25","84","60"
"MXM00076680","MEXICO CITY, MX","2015-04-26","84","60"
"MXM00076680","MEXICO CITY, MX","2015-04-27","85","60"
"MXM00076680","MEXICO CITY, MX","2015-04-28","83","60"
"MXM00076680","MEXICO CITY, MX","2015-04-29",,
"MXM00076680","MEXICO CITY, MX","2015-05-01",,
"MXM00076680","MEXICO CITY, MX","2015-05-02","76","53"
"MXM00076680","MEXICO CITY, MX","2015-05-03","73","54"
"MXM00076680","MEXICO CITY, MX","2015-05-05","81","58"
"MXM00076680","MEXICO CITY, MX","2015-05-06","83","58"
"MXM00076680","MEXICO CITY, MX","2015-05-07","80","54"
"MXM00076680","MEXICO CITY, MX","2015-05-08","82","54"
"MXM00076680","MEXICO CITY, MX","2015-05-09","83","55"
"MXM00076680","MEXICO CITY, MX","2015-05-10","83","58"
"MXM00076680","MEXICO CITY, MX","2015-05-11","86","59"
"MXM00076680","MEXICO CITY, MX","2015-05-12","85","59"
"MXM00076680","MEXICO CITY, MX","2015-05-13","78","54"
"MXM00076680","MEXICO CITY, MX","2015-05-14","74","54"
"MXM00076680","MEXICO CITY, MX","2015-05-15","78","54"
"MXM00076680","MEXICO CITY, MX","2015-05-17","80","56"
"MXM00076680","MEXICO CITY, MX","2015-05-19","81","55"
"MXM00076680","MEXICO CITY, MX","2015-05-20","82","55"
"MXM00076680","MEXICO CITY, MX","2015-05-21","81","57"
"MXM00076680","MEXICO CITY, MX","2015-05-22","83","55"
"MXM00076680","MEXICO CITY, MX","2015-05-23","75","54"
"MXM00076680","MEXICO CITY, MX","2015-05-24","78","54"
"MXM00076680","MEXICO CITY, MX","2015-05-25",,
"MXM00076680","MEXICO CITY, MX","2015-05-26","81","56"
"MXM00076680","MEXICO CITY, MX","2015-05-27","77","57"
"MXM00076680","MEXICO CITY, MX","2015-05-28","81","55"
