"STATION","NAME","DATE","TMAX","TMIN"
"MXM00076680","MEXICO CITY, MX","2011-06-20","83","59"
"MXM00076680","MEXICO CITY, MX","2011-06-21","81","57"
"MXM00076680","MEXICO CITY, MX","2011-06-23",,
"MXM00076680","MEXICO CITY, MX","2011-06-24","72","59"
"MXM00076680","MEXICO CITY, MX","2011-06-25",,
"MXM00076680","MEXICO CITY, MX","2011-06-26",,
"MXM00076680","MEXICO CITY, MX","2011-06-27",,
"MXM00076680","MEXICO CITY, MX","2011-06-28",,
"MXM00076680","MEXICO CITY, MX","2011-06-29","73","57"
"MXM00076680","MEXICO CITY, MX","2011-06-30",,
"MXM00076680","MEXICO CITY, MX","2011-07-01",,
"MXM00076680","MEXICO CITY, MX","2011-07-02","73","56"
"MXM00076680","MEXICO CITY, MX","2011-07-03",,
"MXM00076680","MEXICO CITY, MX","2011-07-04",,
"MXM00076680","MEXICO CITY, MX","2011-07-05",,
"MXM00076680","MEXICO CITY, MX","2011-07-06",,
"MXM00076680","MEXICO CITY, MX","2011-07-07","73","57"
"MXM00076680","MEXICO CITY, MX","2011-07-08","72","55"
"MXM00076680","MEXICO CITY, MX","2011-07-09",,
"MXM00076680","MEXICO CITY, MX","2011-07-10","71","56"
"MXM00076680","MEXICO CITY, MX","2011-07-11","69","58"
"MXM00076680","MEXICO CITY, MX","2011-07-12",,
"MXM00076680","MEXICO CITY, MX","2011-07-13","68","56"
"MXM00076680","MEXICO CITY, MX","2011-07-14",,
"MXM00076680","MEXICO CITY, MX","2011-07-15",,
"MXM00076680","MEXICO CITY, MX","2011-07-16",,
"MXM00076680","MEXICO CITY, MX","2011-07-17","68","55"
"MXM00076680","MEXICO CITY, MX","2011-07-18",,
"MXM00076680","MEXICO CITY, MX","2011-07-19","76","55"
"MXM00076680","MEXICO CITY, MX","2011-07-20",,
"MXM00076680","MEXICO CITY, MX","2011-07-21","80","57"
"MXM00076680","MEXICO CITY, MX","2011-07-22","72","55"
"MXM00076680","MEXICO CITY, MX","2011-07-23",,
"MXM00076680","MEXICO CITY, MX","2011-07-24","80","54"
"MXM00076680","MEXICO CITY, MX","2011-07-25","75","54"
"MXM00076680","MEXICO CITY, MX","2011-07-26",,
"MXM00076680","MEXICO CITY, MX","2011-07-27",,
"MXM00076680","MEXICO CITY, MX","2011-07-28",,
"MXM00076680","MEXICO CITY, MX","2011-07-29","78","56"
"MXM00076680","MEXICO CITY, MX","2011-07-30",,
"MXM00076680","MEXICO CITY, MX","2011-08-01","69","55"
"MXM00076680","MEXICO CITY, MX","2011-08-02","71","55"
"MXM00076680","MEXICO CITY, MX","2011-08-03","77","56"
"MXM00076680","MEXICO CITY, MX","2011-08-04",,
"MXM00076680","MEXICO CITY, MX","2011-08-05","81","57"
"MXM00076680","MEXICO CITY, MX","2011-08-06",,
"MXM00076680","MEXICO CITY, MX","2011-08-08","81","57"
"MXM00076680","MEXICO CITY, MX","2011-08-09","81","57"
"MXM00076680","MEXICO CITY, MX","2011-08-10","83","58"
"MXM00076680","MEXICO CITY, MX","2011-08-11",,
"MXM00076680","MEXICO CITY, MX","2011-08-12","84","59"
"MXM00076680","MEXICO CITY, MX","2011-08-13","81","59"
"MXM00076680","MEXICO CITY, MX","2011-08-14",,
"MXM00076680","MEXICO CITY, MX","2011-08-15","73","55"
"MXM00076680","MEXICO CITY, MX","2011-08-16",,
"MXM00076680","MEXICO CITY, MX","2011-08-17",,
"MXM00076680","MEXICO CITY, MX","2011-08-18",,
"MXM00076680","MEXICO CITY, MX","2011-08-19","80","55"
"MXM00076680","MEXICO CITY, MX","2011-08-20","80","57"
"MXM00076680","MEXICO CITY, MX","2011-08-21","80","55"
"MXM00076680","MEXICO CITY, MX","2011-08-22","77","55"
"MXM00076680","MEXICO CITY, MX","2011-08-23",,
"MXM00076680","MEXICO CITY, MX","2011-08-24",,
"MXM00076680","MEXICO CITY, MX","2011-08-25",,
"MXM00076680","MEXICO CITY, MX","2011-08-26","79","57"
"MXM00076680","MEXICO CITY, MX","2011-08-27",,
"MXM00076680","MEXICO CITY, MX","2011-08-28","78","57"
"MXM00076680","MEXICO CITY, MX","2011-08-29",,
"MXM00076680","MEXICO CITY, MX","2011-08-30",,
"MXM00076680","MEXICO CITY, MX","2011-08-31",,
"MXM00076680","MEXICO CITY, MX","2011-09-01","76","55"
"MXM00076680","MEXICO CITY, MX","2011-09-02","74","58"
"MXM00076680","MEXICO CITY, MX","2011-09-03",,
"MXM00076680","MEXICO CITY, MX","2011-09-04","74","57"
"MXM00076680","MEXICO CITY, MX","2011-09-05",,
"MXM00076680","MEXICO CITY, MX","2011-09-06",,
"MXM00076680","MEXICO CITY, MX","2011-09-07","66","52"
"MXM00076680","MEXICO CITY, MX","2011-09-08","73","47"
"MXM00076680","MEXICO CITY, MX","2011-09-09",,
"MXM00076680","MEXICO CITY, MX","2011-09-12",,
"MXM00076680","MEXICO CITY, MX","2011-09-13",,
"MXM00076680","MEXICO CITY, MX","2011-09-14","80","54"
"MXM00076680","MEXICO CITY, MX","2011-09-15","81","56"
"MXM00076680","MEXICO CITY, MX","2011-09-16",,
"MXM00076680","MEXICO CITY, MX","2011-09-17","80","57"
"MXM00076680","MEXICO CITY, MX","2011-09-18","80","56"
"MXM00076680","MEXICO CITY, MX","2011-09-19","78","54"
"MXM00076680","MEXICO CITY, MX","2011-09-20","79","54"
"MXM00076680","MEXICO CITY, MX","2011-09-21","77","56"
"MXM00076680","MEXICO CITY, MX","2011-09-22","79","55"
"MXM00076680","MEXICO CITY, MX","2011-09-23","65","55"
"MXM00076680","MEXICO CITY, MX","2011-09-24",,
"MXM00076680","MEXICO CITY, MX","2011-09-25","76","56"
"MXM00076680","MEXICO CITY, MX","2011-09-26",,
"MXM00076680","MEXICO CITY, MX","2011-09-27","79","56"
"MXM00076680","MEXICO CITY, MX","2011-09-28","81","57"
"MXM00076680","MEXICO CITY, MX","2011-09-29","79","56"
"MXM00076680","MEXICO CITY, MX","2011-09-30","80","55"
"MXM00076680","MEXICO CITY, MX","2011-10-01","72","55"
"MXM00076680","MEXICO CITY, MX","2011-10-02","68","54"
"MXM00076680","MEXICO CITY, MX","2011-10-03",,
"MXM00076680","MEXICO CITY, MX","2011-10-05",,
"MXM00076680","MEXICO CITY, MX","2011-10-06","81","55"
"MXM00076680","MEXICO CITY, MX","2011-10-07","77","57"
"MXM00076680","MEXICO CITY, MX","2011-10-08",,
"MXM00076680","MEXICO CITY, MX","2011-10-09","77","53"
"MXM00076680","MEXICO CITY, MX","2011-10-10",,
"MXM00076680","MEXICO CITY, MX","2011-10-11",,
"MXM00076680","MEXICO CITY, MX","2011-10-12",,
"MXM00076680","MEXICO CITY, MX","2011-10-13",,
"MXM00076680","MEXICO CITY, MX","2011-10-14",,
"MXM00076680","MEXICO CITY, MX","2011-10-15",,
"MXM00076680","MEXICO CITY, MX","2011-10-16",,
"MXM00076680","MEXICO CITY, MX","2011-10-17","74","51"
"MXM00076680","MEXICO CITY, MX","2011-10-18","77","51"
"MXM00076680","MEXICO CITY, MX","2011-10-19","74","51"
"MXM00076680","MEXICO CITY, MX","2011-10-20","72","50"
"MXM00076680","MEXICO CITY, MX","2011-10-21","77","50"
"MXM00076680","MEXICO CITY, MX","2011-10-22","76","50"
"MXM00076680","MEXICO CITY, MX","2011-10-23","73","47"
"MXM00076680","MEXICO CITY, MX","2011-10-24","72","47"
"MXM00076680","MEXICO CITY, MX","2011-10-25","72","45"
"MXM00076680","MEXICO CITY, MX","2011-10-26","75","45"
"MXM00076680","MEXICO CITY, MX","2011-10-27",,
"MXM00076680","MEXICO CITY, MX","2011-10-28","78","46"
"MXM00076680","MEXICO CITY, MX","2011-10-29","75","50"
"MXM00076680","MEXICO CITY, MX","2011-10-30","75","49"
"MXM00076680","MEXICO CITY, MX","2011-10-31","72","47"
"MXM00076680","MEXICO CITY, MX","2011-11-01","73","44"
"MXM00076680","MEXICO CITY, MX","2011-11-02",,
"MXM00076680","MEXICO CITY, MX","2011-11-03","78","45"
"MXM00076680","MEXICO CITY, MX","2011-11-04","75","51"
"MXM00076680","MEXICO CITY, MX","2011-11-05","74","53"
"MXM00076680","MEXICO CITY, MX","2011-11-07","77","53"
"MXM00076680","MEXICO CITY, MX","2011-11-08",,
"MXM00076680","MEXICO CITY, MX","2011-11-09","80","55"
"MXM00076680","MEXICO CITY, MX","2011-11-10","68","51"
"MXM00076680","MEXICO CITY, MX","2011-11-11",,
"MXM00076680","MEXICO CITY, MX","2011-11-12","72","49"
"MXM00076680","MEXICO CITY, MX","2011-11-13","73","53"
"MXM00076680","MEXICO CITY, MX","2011-11-14","76","53"
"MXM00076680","MEXICO CITY, MX","2011-11-15","77","52"
"MXM00076680","MEXICO CITY, MX","2011-11-16","77","52"
"MXM00076680","MEXICO CITY, MX","2011-11-17","79","52"
"MXM00076680","MEXICO CITY, MX","2011-11-18",,
"MXM00076680","MEXICO CITY, MX","2011-11-19",,
"MXM00076680","MEXICO CITY, MX","2011-11-20",,
"MXM00076680","MEXICO CITY, MX","2011-11-22","78","52"
"MXM00076680","MEXICO CITY, MX","2011-11-23","77","54"
"MXM00076680","MEXICO CITY, MX","2011-11-24","74","52"
"MXM00076680","MEXICO CITY, MX","2011-11-25","74","50"
"MXM00076680","MEXICO CITY, MX","2011-11-26","76","50"
"MXM00076680","MEXICO CITY, MX","2011-11-27","68","50"
"MXM00076680","MEXICO CITY, MX","2011-11-28",,
"MXM00076680","MEXICO CITY, MX","2011-11-29",,
"MXM00076680","MEXICO CITY, MX","2011-11-30","68","38"
"MXM00076680","MEXICO CITY, MX","2011-12-01",,
"MXM00076680","MEXICO CITY, MX","2011-12-02","73","43"
"MXM00076680","MEXICO CITY, MX","2011-12-03","76","44"
"MXM00076680","MEXICO CITY, MX","2011-12-04","77","45"
"MXM00076680","MEXICO CITY, MX","2011-12-05","78","47"
"MXM00076680","MEXICO CITY, MX","2011-12-06","79","48"
"MXM00076680","MEXICO CITY, MX","2011-12-07","75","48"
"MXM00076680","MEXICO CITY, MX","2011-12-08","74","47"
"MXM00076680","MEXICO CITY, MX","2011-12-09",,
"MXM00076680","MEXICO CITY, MX","2011-12-10","73","46"
"MXM00076680","MEXICO CITY, MX","2011-12-11","73","44"
"MXM00076680","MEXICO CITY, MX","2011-12-12","73","44"
"MXM00076680","MEXICO CITY, MX","2011-12-13",,
"MXM00076680","MEXICO CITY, MX","2011-12-14","78","46"
"MXM00076680","MEXICO CITY, MX","2011-12-15","76","46"
"MXM00076680","MEXICO CITY, MX","2011-12-16","76","48"
"MXM00076680","MEXICO CITY, MX","2011-12-17","76","48"
"MXM00076680","MEXICO CITY, MX","2011-12-20","75","46"
"MXM00076680","MEXICO CITY, MX","2011-12-21","74","46"
"MXM00076680","MEXICO CITY, MX","2011-12-22",,
"MXM00076680","MEXICO CITY, MX","2011-12-26",,
"MXM00076680","MEXICO CITY, MX","2011-12-28","73","48"
"MXM00076680","MEXICO CITY, MX","2011-12-29","73","48"
"MXM00076680","MEXICO CITY, MX","2011-12-30","73","47"
"MXM00076680","MEXICO CITY, MX","2011-12-31","74","50"
"MXM00076680","MEXICO CITY, MX","2012-01-03",,
"MXM00076680","MEXICO CITY, MX","2012-01-04",,
"MXM00076680","MEXICO CITY, MX","2012-01-05","69","42"
"MXM00076680","MEXICO CITY, MX","2012-01-08","72","45"
"MXM00076680","MEXICO CITY, MX","2012-01-09",,
"MXM00076680","MEXICO CITY, MX","2012-01-11","76","47"
"MXM00076680","MEXICO CITY, MX","2012-01-12","75","47"
"MXM00076680","MEXICO CITY, MX","2012-01-13","75","42"
"MXM00076680","MEXICO CITY, MX","2012-01-14","74","47"
"MXM00076680","MEXICO CITY, MX","2012-01-15","71","50"
"MXM00076680","MEXICO CITY, MX","2012-01-16",,
"MXM00076680","MEXICO CITY, MX","2012-01-17",,
"MXM00076680","MEXICO CITY, MX","2012-01-18","73","45"
"MXM00076680","MEXICO CITY, MX","2012-01-19","74","48"
"MXM00076680","MEXICO CITY, MX","2012-01-20","74","49"
"MXM00076680","MEXICO CITY, MX","2012-01-21",,
"MXM00076680","MEXICO CITY, MX","2012-01-22","76","49"
"MXM00076680","MEXICO CITY, MX","2012-01-23",,
"MXM00076680","MEXICO CITY, MX","2012-01-24","76","50"
"MXM00076680","MEXICO CITY, MX","2012-01-25","77","50"
"MXM00076680","MEXICO CITY, MX","2012-01-26","74","48"
"MXM00076680","MEXICO CITY, MX","2012-01-27","73","46"
"MXM00076680","MEXICO CITY, MX","2012-01-28","72","46"
"MXM00076680","MEXICO CITY, MX","2012-01-29","75","47"
"MXM00076680","MEXICO CITY, MX","2012-01-30",,
"MXM00076680","MEXICO CITY, MX","2012-02-01",,
"MXM00076680","MEXICO CITY, MX","2012-02-02","66","49"
"MXM00076680","MEXICO CITY, MX","2012-02-03",,
"MXM00076680","MEXICO CITY, MX","2012-02-04",,
"MXM00076680","MEXICO CITY, MX","2012-02-05","77","47"
"MXM00076680","MEXICO CITY, MX","2012-02-08",,
"MXM00076680","MEXICO CITY, MX","2012-02-09","67","46"
"MXM00076680","MEXICO CITY, MX","2012-02-13",,
"MXM00076680","MEXICO CITY, MX","2012-02-14",,
"MXM00076680","MEXICO CITY, MX","2012-02-15","67","54"
"MXM00076680","MEXICO CITY, MX","2012-02-16","71","52"
"MXM00076680","MEXICO CITY, MX","2012-02-22","77","52"
"MXM00076680","MEXICO CITY, MX","2012-02-27","78","50"
"MXM00076680","MEXICO CITY, MX","2012-02-28","78","50"
"MXM00076680","MEXICO CITY, MX","2012-02-29","81","51"
"MXM00076680","MEXICO CITY, MX","2012-03-01","81","52"
"MXM00076680","MEXICO CITY, MX","2012-03-02",,
"MXM00076680","MEXICO CITY, MX","2012-03-06","77","38"
"MXM00076680","MEXICO CITY, MX","2012-03-07","80","48"
"MXM00076680","MEXICO CITY, MX","2012-03-08",,
"MXM00076680","MEXICO CITY, MX","2012-03-09","83","56"
"MXM00076680","MEXICO CITY, MX","2012-03-12",,
"MXM00076680","MEXICO CITY, MX","2012-03-13",,
"MXM00076680","MEXICO CITY, MX","2012-03-14","78","50"
"MXM00076680","MEXICO CITY, MX","2012-03-15",,
"MXM00076680","MEXICO CITY, MX","2012-03-16","78","50"
"MXM00076680","MEXICO CITY, MX","2012-03-17","78","51"
"MXM00076680","MEXICO CITY, MX","2012-03-20","79","52"
"MXM00076680","MEXICO CITY, MX","2012-03-21","79","51"
"MXM00076680","MEXICO CITY, MX","2012-03-22","81","51"
"MXM00076680","MEXICO CITY, MX","2012-03-23","80","52"
"MXM00076680","MEXICO CITY, MX","2012-03-24","80","52"
"MXM00076680","MEXICO CITY, MX","2012-03-25","79","50"
"MXM00076680","MEXICO CITY, MX","2012-03-26","78","50"
"MXM00076680","MEXICO CITY, MX","2012-03-27","77","52"
"MXM00076680","MEXICO CITY, MX","2012-03-28",,
"MXM00076680","MEXICO CITY, MX","2012-03-29","76","52"
"MXM00076680","MEXICO CITY, MX","2012-03-30","76","51"
"MXM00076680","MEXICO CITY, MX","2012-03-31","76","51"
"MXM00076680","MEXICO CITY, MX","2012-04-02","76","51"
"MXM00076680","MEXICO CITY, MX","2012-04-03",,
"MXM00076680","MEXICO CITY, MX","2012-04-04","81","53"
"MXM00076680","MEXICO CITY, MX","2012-04-05","83","54"
"MXM00076680","MEXICO CITY, MX","2012-04-06","81","54"
"MXM00076680","MEXICO CITY, MX","2012-04-08","81","52"
"MXM00076680","MEXICO CITY, MX","2012-04-09","76","52"
"MXM00076680","MEXICO CITY, MX","2012-04-10","76","46"
"MXM00076680","MEXICO CITY, MX","2012-04-11","74","53"
"MXM00076680","MEXICO CITY, MX","2012-04-12","77","57"
"MXM00076680","MEXICO CITY, MX","2012-04-13","79","55"
"MXM00076680","MEXICO CITY, MX","2012-04-16","78","54"
"MXM00076680","MEXICO CITY, MX","2012-04-17","81","54"
"MXM00076680","MEXICO CITY, MX","2012-04-18",,
"MXM00076680","MEXICO CITY, MX","2012-04-19",,
"MXM00076680","MEXICO CITY, MX","2012-04-20","78","51"
"MXM00076680","MEXICO CITY, MX","2012-04-22","79","52"
"MXM00076680","MEXICO CITY, MX","2012-04-23","95","48"
"MXM00076680","MEXICO CITY, MX","2012-04-24","75","48"
"MXM00076680","MEXICO CITY, MX","2012-04-27",,
"MXM00076680","MEXICO CITY, MX","2012-04-28","85","55"
"MXM00076680","MEXICO CITY, MX","2012-04-29","85","55"
"MXM00076680","MEXICO CITY, MX","2012-05-01","86","59"
"MXM00076680","MEXICO CITY, MX","2012-05-02","87","59"
"MXM00076680","MEXICO CITY, MX","2012-05-03","87","60"
"MXM00076680","MEXICO CITY, MX","2012-05-05","86","59"
"MXM00076680","MEXICO CITY, MX","2012-05-08","81","56"
"MXM00076680","MEXICO CITY, MX","2012-05-09","83","58"
"MXM00076680","MEXICO CITY, MX","2012-05-10","76","57"
"MXM00076680","MEXICO CITY, MX","2012-05-11","77","58"
"MXM00076680","MEXICO CITY, MX","2012-05-12","81","58"
"MXM00076680","MEXICO CITY, MX","2012-05-18",,
"MXM00076680","MEXICO CITY, MX","2012-05-19",,
"MXM00076680","MEXICO CITY, MX","2012-05-23","80","51"
"MXM00076680","MEXICO CITY, MX","2012-05-24",,
"MXM00076680","MEXICO CITY, MX","2012-05-25","80","59"
"MXM00076680","MEXICO CITY, MX","2012-05-26","85","58"
"MXM00076680","MEXICO CITY, MX","2012-05-29","83","56"
"MXM00076680","MEXICO CITY, MX","2012-05-30","83","56"
"MXM00076680","MEXICO CITY, MX","2012-05-31",,
"MXM00076680","MEXICO CITY, MX","2012-06-01","87","57"
"MXM00076680","MEXICO CITY, MX","2012-06-03",,
"MXM00076680","MEXICO CITY, MX","2012-06-06","78","55"
"MXM00076680","MEXICO CITY, MX","2012-06-07","78","58"
"MXM00076680","MEXICO CITY, MX","2012-06-08","77","57"
"MXM00076680","MEXICO CITY, MX","2012-06-09",,
"MXM00076680","MEXICO CITY, MX","2012-06-10","83","57"
"MXM00076680","MEXICO CITY, MX","2012-06-11","84","58"
"MXM00076680","MEXICO CITY, MX","2012-06-12","87","59"
"MXM00076680","MEXICO CITY, MX","2012-06-13","85","56"
"MXM00076680","MEXICO CITY, MX","2012-06-14","88","56"
"MXM00076680","MEXICO CITY, MX","2012-06-15","82","58"
"MXM00076680","MEXICO CITY, MX","2012-06-17",,
"MXM00076680","MEXICO CITY, MX","2012-06-18","71","55"
"MXM00076680","MEXICO CITY, MX","2012-06-19","68","58"
"MXM00076680","MEXICO CITY, MX","2012-06-20",,
"MXM00076680","MEXICO CITY, MX","2012-06-21","68","56"
"MXM00076680","MEXICO CITY, MX","2012-06-22","72","56"
"MXM00076680","MEXICO CITY, MX","2012-06-23",,
"MXM00076680","MEXICO CITY, MX","2012-06-24",,
"MXM00076680","MEXICO CITY, MX","2012-06-25",,
"MXM00076680","MEXICO CITY, MX","2012-06-26","76","56"
"MXM00076680","MEXICO CITY, MX","2012-06-27","76","56"
"MXM00076680","MEXICO CITY, MX","2012-06-28",,
"MXM00076680","MEXICO CITY, MX","2012-06-29","73","58"
"MXM00076680","MEXICO CITY, MX","2012-06-30","79","58"
"MXM00076680","MEXICO CITY, MX","2012-07-03",,
"MXM00076680","MEXICO CITY, MX","2012-07-04","76","53"
"MXM00076680","MEXICO CITY, MX","2012-07-05",,
"MXM00076680","MEXICO CITY, MX","2012-07-06","71","55"
"MXM00076680","MEXICO CITY, MX","2012-07-07",,
"MXM00076680","MEXICO CITY, MX","2012-07-08","76","52"
"MXM00076680","MEXICO CITY, MX","2012-07-09","71","53"
"MXM00076680","MEXICO CITY, MX","2012-07-10","74","53"
"MXM00076680","MEXICO CITY, MX","2012-07-11",,
"MXM00076680","MEXICO CITY, MX","2012-07-12","77","57"
"MXM00076680","MEXICO CITY, MX","2012-07-13","74","57"
"MXM00076680","MEXICO CITY, MX","2012-07-14","72","57"
"MXM00076680","MEXICO CITY, MX","2012-07-15","66","54"
"MXM00076680","MEXICO CITY, MX","2012-07-17","74","54"
"MXM00076680","MEXICO CITY, MX","2012-07-18","70","55"
"MXM00076680","MEXICO CITY, MX","2012-07-19","68","55"
"MXM00076680","MEXICO CITY, MX","2012-07-21","72","54"
"MXM00076680","MEXICO CITY, MX","2012-07-24","75","55"
"MXM00076680","MEXICO CITY, MX","2012-07-25","77","55"
"MXM00076680","MEXICO CITY, MX","2012-07-26","77","55"
"MXM00076680","MEXICO CITY, MX","2012-07-27","74","54"
"MXM00076680","MEXICO CITY, MX","2012-07-28","77","54"
"MXM00076680","MEXICO CITY, MX","2012-07-30",,
"MXM00076680","MEXICO CITY, MX","2012-07-31","77","55"
"MXM00076680","MEXICO CITY, MX","2012-08-01","79","55"
"MXM00076680","MEXICO CITY, MX","2012-08-02",,
"MXM00076680","MEXICO CITY, MX","2012-08-03","80","57"
"MXM00076680","MEXICO CITY, MX","2012-08-04","77","58"
"MXM00076680","MEXICO CITY, MX","2012-08-06",,
"MXM00076680","MEXICO CITY, MX","2012-08-07","78","55"
"MXM00076680","MEXICO CITY, MX","2012-08-09","79","58"
"MXM00076680","MEXICO CITY, MX","2012-08-10",,
"MXM00076680","MEXICO CITY, MX","2012-08-11",,
"MXM00076680","MEXICO CITY, MX","2012-08-12","70","56"
"MXM00076680","MEXICO CITY, MX","2012-08-13","68","53"
"MXM00076680","MEXICO CITY, MX","2012-08-14","71","56"
"MXM00076680","MEXICO CITY, MX","2012-08-15","77","56"
"MXM00076680","MEXICO CITY, MX","2012-08-16","81","56"
"MXM00076680","MEXICO CITY, MX","2012-08-17",,
"MXM00076680","MEXICO CITY, MX","2012-08-18","68","55"
"MXM00076680","MEXICO CITY, MX","2012-08-19","69","56"
"MXM00076680","MEXICO CITY, MX","2012-08-20","72","57"
"MXM00076680","MEXICO CITY, MX","2012-08-21",,
"MXM00076680","MEXICO CITY, MX","2012-08-22","70","54"
"MXM00076680","MEXICO CITY, MX","2012-08-23","72","54"
"MXM00076680","MEXICO CITY, MX","2012-08-24","73","54"
"MXM00076680","MEXICO CITY, MX","2012-08-25","71","55"
"MXM00076680","MEXICO CITY, MX","2012-08-27","74","56"
"MXM00076680","MEXICO CITY, MX","2012-08-28",,
"MXM00076680","MEXICO CITY, MX","2012-08-29","76","52"
"MXM00076680","MEXICO CITY, MX","2012-08-30","79","56"
"MXM00076680","MEXICO CITY, MX","2012-08-31","77","55"
"MXM00076680","MEXICO CITY, MX","2012-09-03","81","57"
"MXM00076680","MEXICO CITY, MX","2012-09-04","80","57"
"MXM00076680","MEXICO CITY, MX","2012-09-05","81","57"
"MXM00076680","MEXICO CITY, MX","2012-09-06","79","57"
"MXM00076680","MEXICO CITY, MX","2012-09-07","81","57"
"MXM00076680","MEXICO CITY, MX","2012-09-09","77","56"
"MXM00076680","MEXICO CITY, MX","2012-09-10","77","56"
"MXM00076680","MEXICO CITY, MX","2012-09-11","75","56"
"MXM00076680","MEXICO CITY, MX","2012-09-12","76","58"
"MXM00076680","MEXICO CITY, MX","2012-09-13",,
"MXM00076680","MEXICO CITY, MX","2012-09-14",,
"MXM00076680","MEXICO CITY, MX","2012-09-15",,
"MXM00076680","MEXICO CITY, MX","2012-09-16","75","55"
"MXM00076680","MEXICO CITY, MX","2012-09-17","72","56"
"MXM00076680","MEXICO CITY, MX","2012-09-18","75","56"
"MXM00076680","MEXICO CITY, MX","2012-09-19","74","52"
"MXM00076680","MEXICO CITY, MX","2012-09-20",,
"MXM00076680","MEXICO CITY, MX","2012-09-21","73","53"
"MXM00076680","MEXICO CITY, MX","2012-09-22","74","53"
"MXM00076680","MEXICO CITY, MX","2012-09-23","74","55"
"MXM00076680","MEXICO CITY, MX","2012-09-24","77","55"
"MXM00076680","MEXICO CITY, MX","2012-09-25","70","56"
"MXM00076680","MEXICO CITY, MX","2012-09-26","74","56"
"MXM00076680","MEXICO CITY, MX","2012-09-27","75","56"
"MXM00076680","MEXICO CITY, MX","2012-09-28",,
"MXM00076680","MEXICO CITY, MX","2012-09-29","79","57"
"MXM00076680","MEXICO CITY, MX","2012-09-30","79","57"
"MXM00076680","MEXICO CITY, MX","2012-10-01",,
"MXM00076680","MEXICO CITY, MX","2012-10-02","74","54"
"MXM00076680","MEXICO CITY, MX","2012-10-03","69","49"
"MXM00076680","MEXICO CITY, MX","2012-10-04",,
"MXM00076680","MEXICO CITY, MX","2012-10-05","78","49"
"MXM00076680","MEXICO CITY, MX","2012-10-07","77","50"
"MXM00076680","MEXICO CITY, MX","2012-10-08","77","51"
"MXM00076680","MEXICO CITY, MX","2012-10-09","75","55"
"MXM00076680","MEXICO CITY, MX","2012-10-10","69","56"
"MXM00076680","MEXICO CITY, MX","2012-10-12","79","54"
"MXM00076680","MEXICO CITY, MX","2012-10-13",,
"MXM00076680","MEXICO CITY, MX","2012-10-14","79","55"
"MXM00076680","MEXICO CITY, MX","2012-10-15","79","51"
"MXM00076680","MEXICO CITY, MX","2012-10-16","80","51"
"MXM00076680","MEXICO CITY, MX","2012-10-17","81","52"
"MXM00076680","MEXICO CITY, MX","2012-10-18","79","54"
"MXM00076680","MEXICO CITY, MX","2012-10-19","78","54"
"MXM00076680","MEXICO CITY, MX","2012-10-20","79","55"
"MXM00076680","MEXICO CITY, MX","2012-10-21","76","55"
"MXM00076680","MEXICO CITY, MX","2012-10-22",,
"MXM00076680","MEXICO CITY, MX","2012-10-23","80","54"
"MXM00076680","MEXICO CITY, MX","2012-10-24","80","54"
"MXM00076680","MEXICO CITY, MX","2012-10-25",,
"MXM00076680","MEXICO CITY, MX","2012-10-26","80","51"
"MXM00076680","MEXICO CITY, MX","2012-10-27","79","51"
"MXM00076680","MEXICO CITY, MX","2012-10-29","77","52"
"MXM00076680","MEXICO CITY, MX","2012-10-30","74","52"
"MXM00076680","MEXICO CITY, MX","2012-10-31","71","51"
"MXM00076680","MEXICO CITY, MX","2012-11-01","72","51"
"MXM00076680","MEXICO CITY, MX","2012-11-03",,
"MXM00076680","MEXICO CITY, MX","2012-11-04","72","53"
"MXM00076680","MEXICO CITY, MX","2012-11-05","65","53"
"MXM00076680","MEXICO CITY, MX","2012-11-06","66","52"
"MXM00076680","MEXICO CITY, MX","2012-11-07",,
"MXM00076680","MEXICO CITY, MX","2012-11-08","71","46"
"MXM00076680","MEXICO CITY, MX","2012-11-09",,
"MXM00076680","MEXICO CITY, MX","2012-11-10",,
"MXM00076680","MEXICO CITY, MX","2012-11-11","77","48"
"MXM00076680","MEXICO CITY, MX","2012-11-12","76","51"
"MXM00076680","MEXICO CITY, MX","2012-11-13","73","52"
"MXM00076680","MEXICO CITY, MX","2012-11-14","66","52"
"MXM00076680","MEXICO CITY, MX","2012-11-15",,
"MXM00076680","MEXICO CITY, MX","2012-11-16","72","47"
"MXM00076680","MEXICO CITY, MX","2012-11-18","68","50"
"MXM00076680","MEXICO CITY, MX","2012-11-20","76","47"
"MXM00076680","MEXICO CITY, MX","2012-11-21","75","45"
"MXM00076680","MEXICO CITY, MX","2012-11-22","71","45"
"MXM00076680","MEXICO CITY, MX","2012-11-23","70","50"
"MXM00076680","MEXICO CITY, MX","2012-11-24","72","50"
"MXM00076680","MEXICO CITY, MX","2012-11-25","67","46"
"MXM00076680","MEXICO CITY, MX","2012-11-26","71","45"
"MXM00076680","MEXICO CITY, MX","2012-11-27","72","45"
"MXM00076680","MEXICO CITY, MX","2012-11-28","73","47"
"MXM00076680","MEXICO CITY, MX","2012-11-29","71","47"
"MXM00076680","MEXICO CITY, MX","2012-11-30","72","47"
"MXM00076680","MEXICO CITY, MX","2012-12-02","72","50"
"MXM00076680","MEXICO CITY, MX","2012-12-03",,
"MXM00076680","MEXICO CITY, MX","2012-12-04","73","48"
"MXM00076680","MEXICO CITY, MX","2012-12-05","72","42"
